Label,Message,Cleaned_Message
0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,anything specific regard jaklin idk fuck
0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",carlos pick ill swing usf little bit
0,WHITE FUDGE OREOS ARE IN STORES,white fudge oreo store
0,I cant pick the phone right now. Pls send a message,can not pick phone right pls send message
0,No dear i was sleeping :-P,dear sleep p
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",select stay top british hotel nothing holiday worth claim call london bx swss
0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,thk u dun haf hint e forum already lor cos tell ron n darren going tell shuhui
0,Good Morning my Dear........... Have a great &amp; successful day.,good morning dear great amp successful day
0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday
1,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,rcv msg chat svc free hardcore service text go u get nothing u must age verify yr network try
0,Need a coffee run tomo?Can't believe it's that time of week already,need coffee run tomocant believe time week already
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),good sleep rhythm person establish rhythm body learn use want know
0,&lt;#&gt;  am I think? Should say on syllabus,ltgt think say syllabus
0,Hey leave it. not a big deal:-) take care.,hey leave big deal take care
0,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup give problem mayb ill jus leave
0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",grandmas oh dear u still ill feel shit morning think hungover another night leave sit
0,\SHIT BABE.. THASA BIT MESSED UP.YEH,shit babe thasa bit mess upyeh
0,What Today-sunday..sunday is holiday..so no work..,todaysundaysunday holidayso work
0,No pic. Please re-send.,pic please resend
0,This weekend is fine (an excuse not to do too much decorating),weekend fine excuse much decorate
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,register sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
0,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",u need presnt always bcz u can not mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove get not mis
0,Send me your resume:-),send resume
0,Jus finished avatar nigro,jus finish avatar nigro
0,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,dunno lei might b eatin wif fren wan eat wait lar
0,Merry christmas to u too annie!,merry christmas u annie
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u build dis world thing remain atlast iz lonline lotz n lot memory feel
0,Nope. Meanwhile she talk say make i greet you.,nope meanwhile talk say make greet
0,Just finished. Missing you plenty,finish miss plenty
0,Tell where you reached,tell reach
0,Thats cool. i am a gentleman and will treat you with dignity and respect.,cool gentleman treat dignity respect
1,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",orange customer may claim free camera phone upgrade loyalty call offer end thmarch tcs apply optout availa
0,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",problem walk around julianaland oblivious go around say thing constantly go one ear go whatever want not know upsetit not listen tell go upset want surprised mad
0,Hope you are not scared!,hope scared
0,"She was supposed to be but couldn't make it, she's still in town though",suppose could not make still town though
0,"Sorry, I'll call later",sorry ill call later
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",need th campus atm could pick hour two
0,* Will have two more cartons off u and is very pleased with shelves,two carton u pleased shelf
0,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,noe specify da domain nusstu still sch
0,Haven't left yet so probably gonna be here til dinner,not leave yet probably go to til dinner
0,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe go day miss already love love kiss hope everything go well
0,Are you coming to day for class.,come day class
0,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,awww dat sweet think something nice time tonight ill probably txt u later cos lonely xxx
0,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,love come take long leave zaher get word ym happy see sad leave miss
0,Yavnt tried yet and never played original either,yavnt try yet never play original either
0,"Yeah I should be able to, I'll text you when I'm ready to meet up",yeah able ill text ready meet
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babe goin wrk feel ill lst nite foned already cover chuck
0,Am also doing in cbe only. But have to pay.,also cbe pay
0,Whens your radio show?,radio show
0,K and you're sure I don't have to have consent forms to do it :V,k sure not consent form v
0,"I'm outside islands, head towards hard rock and you'll run into me",outside island head towards hard rock run
0,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happy baby alright take job hope fine send kiss make smile across sea kiss kiss
1,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",urgent week free membership prize jackpot txt word claim tc urlplaceholder lccltd pobox ldnwarw
0,Oic... I saw him too but i tot he din c me... I found a group liao...,oic see tot din c find group liao
0,I love you both too :-),love
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
0,Many more happy returns of the day. I wish you happy birthday.,many happy return day wish happy birthday
0,Hahaha..use your brain dear,hahahause brain dear
0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin bristol st week april les get rudi new yrs eve snoringthey drunk u bak college yet work send ink bath
0,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorry dude not know forget even dan remind sorry hope guy fun
0,Dude got a haircut. Now its breezy up there,dude get haircut breezy
0,thanks for the temales it was wonderful. Thank. Have a great week.,thank temale wonderful thank great week
1,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",week savamob member offer accessible call detail savamob pobox la wu week savamob offer mobile
0,Ok lor... Or u wan me go look 4 u?,ok lor u wan go look u
0,If you don't respond imma assume you're still asleep and imma start calling n shit,not respond imma assume still asleep imma start call n shit
0,Oic... Then better quickly go bathe n settle down...,oic well quickly go bathe n settle
0,Noice. Text me when you're here,noice text
0,Don no da:)whats you plan?,dawhat plan
0,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",still maybe leave credit card get gas get back like tell
0,"Call me, i am senthil from hsbc.",call senthil hsbc
0,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",whatever want know rule talk early week start happen show responsibility yet every week bend rule way way whatever tired thia argument every week ltgt movie not inlude preview still get
0,And several to you sir.,several sir
0,"That's cool, I'll come by like  &lt;#&gt; ish",cool ill come like ltgt ish
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sm service inclusive text credit pls goto urlplaceholder login qxj unsubscribe stop extra charge help comuk cm ae
0,Will be office around 4 pm. Now i am going hospital.,office around pm go hospital
0,Even my brother is not like to speak with me. They treat me like aids patent.,even brother like speak treat like aids patent
0,Cause I'm not freaky lol,cause freaky lol
0,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,get lousy sleep keep wake every hour see cat want come worry cold
0,Ok i've sent u da latest version of da project.,ok send u da late version da project
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep
0,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",sorry flake last night shit seriously goin roommate tonight
0,I pocked you up there before,pock
0,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,hello hun ru way good date guy meet walkabout far meet soon everyone else
0,Any way where are you and what doing.,way
0,"That's fine, I'll bitch at you about it later then",fine ill bitch later
0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi kate u give ring asap xxx
0,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,nope wif sis lor aft bathe dog bathe look like go rain soon
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship game play word say not start march end may tomorrow yesterday today e
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,private account statement show unredeemed point call identifier code expire
0,I gotta collect da car at 6 lei.,get to collect da car lei
0,Haf u eaten? Wat time u wan me 2 come?,haf u eat wat time u wan come
0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",not anybodys number still not think tactful way ask alex
0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,great test courage earth bear defeat without lose heartgn tc
1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free st week nokia tone ur mob every week txt nokia get txte tell ur mate urlplaceholder pobox wwq normptone
0,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east
0,Howz pain?hope u r fine..,howz painhope u r fine
0,Kinda. First one gets in at twelve! Aah. Speak tomo,kinda first one get twelve aah speak tomo
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,not know u u not know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
0,I will vote for wherever my heart guides me,vote wherever heart guide
0,Anything lor is she coming?,anything lor come
0,how tall are you princess?,tall princess
0,"Sorry, I'll call later",sorry ill call later
0,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,school n ill da lab stuff give call r do
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",yeah hopefully tyler can not could maybe ask around bit
0,Waiting for your call.,wait call
0,How much are we getting?,much get
0,Well welp is sort of a semiobscure internet thing,well welp sort semiobscure internet thing
0,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,hi babe thank come even though not go welli want bed hope see soon love kiss xxx
0,"Uncle G, just checking up on you. Do have a rewarding month",uncle g check rewarding month
0,Whom you waited for yesterday,wait yesterday
1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service change free credit go clubmobilescom choose content stop txt club stop pwk club po box mk wt
1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information user today lucky day find log onto urlplaceholder fantastic surprise await
0,Still in the area of the restaurant. Ill try to come back soon,still area restaurant ill try come back soon
1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,important message final contact attempt important message wait customer claim dept expire call
0,Did either of you have any idea's? Do you know of anyplaces doing something?,either idea know anyplace something
0,Customer place i will call you.,customer place call
0,how are you? I miss you!,miss
0,"Goodmorning,my grandfather expired..so am on leave today.",goodmorningmy grandfather expiredso leave today
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basically time next week get away mom amp get
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument win situation lose person not argue ur friend kick amp say always correct
0,Get ready to put on your excellent sub face :),get ready put excellent sub face
0,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,hiya last night naughty buy clothe little ready shopping tho kind time wanna meet
0,Both :) i shoot big loads so get ready!,shoot big load get ready
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",january male sale hot gay chat cheap call national rate pmin cheap pmin peak stop text call pmin
0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",heygreat dealfarm tour pm pax deposit may
0,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,ard like dat lor juz meet mrt station dun haf come
0,Yeah right! I'll bring my tape measure fri!,yeah right ill bring tape measure fri
0,"\Are you comingdown later?\""""",comingdown later
0,How much u trying to get?,much u try get
0,Pls dont forget to study,pls not forget study
0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sort code acc bank natwest reply confirm send right person
0,You bad girl. I can still remember them,bad girl still remember
1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,well do england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx
0,Maybe i could get book out tomo then return it immediately ..? Or something.,maybe could get book tomo return immediately something
1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent mobile number award prize guarantee call land line claim valid hrs
0,"Sorry, I can't help you on this.",sorry can not help
0,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabook hrs last nite today wrk
0,"Its ok chikku, and its my 1 of favourite song..:-)",ok chikku favourite song
0,Thank You meet you monday,thank meet monday
0,Wat time Ì_ wan today?,wat time wan today
0,"Hiya, probably coming home * weekend after next",hiya probably come home weekend next
0,"I know where the  &lt;#&gt;  is, I'll be there around 5",know ltgt ill around
0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",gas station like block away house drive right since armenia end swann take howard
0,I can ask around but there's not a lot in terms of mids up here,ask around lot term mid
0,"(No promises on when though, haven't even gotten dinner yet)",promise though not even get dinner yet
0,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",den weekday get special price haiz can not eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat
0,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sit mine ish ur welcome come
0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",bloody hell can not believe forget surname mr ill give u clue spanish begin
0,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",k jason say go to around ill around ltgt
0,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo go to still stock tomorrowtoday try get dubsack
0,"Sorry, I'll call later",sorry ill call later
0,Sorry da..today i wont come to play..i have driving clas..,sorry datoday will not come playi drive cla
0,Nah im goin 2 the wrks with j wot bout u?,nah goin wrk j wot bout u
0,Ok... U enjoy ur shows...,ok u enjoy ur show
0,You can jot down things you want to remember later.,jot thing want remember later
0,So u workin overtime nigpun?,u workin overtime nigpun
0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon love good see word ym get tm smart move slave smile drink coffee await
0,"Didn't try, g and I decided not to head out",not try g decide head
0,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",go jurong point crazy available bugis n great world la e buffet cine get amore wat
0,See? I thought it all through,see think
0,U ned to convince him tht its not possible witot hurting his feeling its the main,u ne convince tht possible witot hurt feel main
1,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone anytime network min half price line rental free text month reply call free delivery
0, and  picking them up from various points,pick various point
0,Send his number and give reply tomorrow morning for why you said that to him like that ok,send number give reply tomorrow morning say like ok
0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,actually sleep still might u call back text gr rock sis send u text wen wake
0,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorry lot friendofafriend stuff talk actual guy want buy
0,What time should I tell my friend to be around?,time tell friend around
0,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",get ticket walsall tue th march mate get sat ill pay treat want go txt bak terry
0,"Sorry,  in meeting I'll call you later",sorry meet ill call later
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion jada kusruthi lovable silent spl character mature stylish simple pls reply
0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",lot use one babe model not help youi bring hell match
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,ur cashbalance currently pound maximize ur cashin send go pmsg cc hgsuiteland rowwjhl
0,Thanks for loving me so. You rock,thank love rock
0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,excellent spend ltgt year air force iraq afghanistan stable honest like travel
0,R Ì_ comin back for dinner?,r comin back dinner
0,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,yup msg tat yijue tot group mate cos meet today mah askin leave early wat mah cos mayb haf walk v far
0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note anyone call mobile co amp ask u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verify cnn ibn
0,I want to be there so i can kiss you and feel you next to me,want kiss feel next
0,i can call in  &lt;#&gt;  min if thats ok,call ltgt min ok
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow go theatre come wherever u call tell come tomorrow
1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,updatenow mth half price orange line rental minscall mobileupd calloptoutjq
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi speak maneesha v like know satisfied experience reply toll free yes
0,"Nah, Wednesday. When should I bring the mini cheetos bag over?",nah wednesday bring mini cheeto bag
0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,wish not think go to snow much flurry usually get melt hit ground eek not snow since ltgt even bear
0,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,ill look fry pan case cheap book perhaps silly fry pan not likely book
0,Yun buying... But school got offer 2000 plus only...,yun buying school get offer plus
0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
1,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",ou guarantee late nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd
0,Yeah jay's sort of a fucking retard,yeah jay sort fucking retard
0,I am not at all happy with what you saying or doing,happy say
0,Fine am simply sitting.,fine simply sit
0,How much r Ì_ willing to pay?,much r willing pay
0,Serious? What like proper tongued her,serious like proper tongue
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",contract mobile mnth late motorola nokia etc free double min text orange tariff text yes callback remove record
0,i am going to bed now prin,go bed prin
1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,summer finally fancy chat flirt sexy single yr area get match reply summer free join optout txt stop help
0,"I didnt get ur full msg..sometext is missing, send it again",not get ur full msgsometext miss send
0,I wait 4 Ì_ inside da car park...,wait inside da car park
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh den muz change plan liao go back yan jiu
0,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",consider wall bunker shit important never play peaceful guess place high enough not matter
0,India have to take lead:),india take lead
0,Sos! Any amount i can get pls.,sos amount get pl
0,Ok no prob,ok prob
0,Yo! Howz u? girls never rang after india. L,yo howz u girl never ring india l
0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",can not believe say many thing morning really want say good morning love beautiful morning see library later
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent try contact u todays draw show prize guarantee call land line claim c valid hrs
0,Dunno y u ask me.,dunno u ask
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,not run away frm u walk slowly amp kill u not care enough stop
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply detail
0,My planning usually stops at \find hella weed,planning usually stop find hella weed
0,I just saw ron burgundy captaining a party boat so yeah,see ron burgundy captain party boat yeah
0,Ok ill tell the company,ok ill tell company
0,Ok both our days. So what are you making for dinner tonite? Am I invited?,ok day make dinner tonite invite
0,Dont let studying stress you out. L8r.,not let study stress lr
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,not run away frm u walk slowly amp kill u not care enough stop
0,Annoying isn't it.,annoying not
0,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,hi birth lb oz mother baby brilliantly
0,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,stop however suggest stay someone able give or every stool
0,I wonder if you'll get this text?,wonder get text
1,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",mobile number claim call we back ring claim hot line
1,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,congratulation week competition draw u prize claim call b tcsstop sms ppm
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!,sale arsenal dartboard good condition double treble
0,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,lol u drunkard hair moment yeah still tonight wat plan
0,"Babe, I'm back ... Come back to me ...",babe back come back
0,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ya referin meis ex wat ah waitin u treat somebody shld b rich liaoso gd den u dun work frm tmr onwards
0,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,engalnd telly decide will not let watch mia elliot kiss damn
0,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrowpls accomodate
0,Text her. If she doesnt reply let me know so i can have her log in,text not reply let know log
0,So what u doing today?,u today
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,huh get lesson lei n thinkin go sch early n tot parkin kent vale
0,Er mw im filled tuth is aight,er mw fill tuth aight
0,How much did ur hdd casing cost.,much ur hdd casing cost
1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",mobile mth update late cameravideo phone free keep ur number get extra free minstexts text yes call
0,Wherre's my boytoy ? :-(,wherre boytoy
1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",freemsg claim ur sm messagestext ok nowuse webmobile ur mates etc join txtcom pwk tc box lawu remove txtx stop
0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",not make sense take unless free need know wikipediacom
0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,tot u outside cos darren say u come shop course nice wat jus go sim lim look mp player
0,Ok then i will come to ur home after half an hour,ok come ur home half hour
0,I notice you like looking in the shit mirror youre turning into a right freak,notice like look shit mirror turn right freak
0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",good msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",good evening sir hope nice day want bring notice late pay rent past month pay ltgt charge feel would inconsiderate nag something give great cost not speak however recession will not able pay charge month hence askin well ahead month end please help thank everything
0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,hey mate u honeydid u ave good holiday gimmi de gossx
0,Where u been hiding stranger?,u hide strange
0,O ic lol. Should play 9 doors sometime yo,ic lol play door sometime yo
0,"Alright omw, gotta change my order to a half8th",alright omw get to change order halfth
0,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,baaaaaaaabe wake miss crave need
0,Ok i shall talk to him,ok shall talk
0,Ok,ok
0,Wake me up at  &lt;#&gt;  am morning:),wake ltgt morning
1,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,call tell u call claim prize u enter ur mobile personal detail prompt careful
0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi love go day fuck morning wake drop cell way stair seem alright phew miss
1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text
0,Great to hear you are settling well. So what's happenin wit ola?,great hear settle well happenin wit ola
